id,name,imageId,base_name,x_img,y_img,x_meter,y_meter,true_lon,true_lat
3dd13282-3411-4b0a-b492-28417a641f97,sec112,2131165295,sec112,31.297901153564453,83.31011199951172,19.027173244447994,8.013526262771746,121.065919,22.737918
4ca7ea22-7b60-4e59-8a11-de60f79feec5,sec111f,2131165295,sec111,42.17558670043945,82.67748260498047,34.15242198112816,8.769906957229022,121.066012,22.73787
c10dd74d-783c-4deb-832b-b461b1dc2310,sec111b,2131165295,sec111,43.05496597290039,88.41331481933594,35.03635745948984,-0.36102700566470836,121.066012,22.73787
fb69bc6e-84ac-48d4-ad31-93401823f5df,sec110f,2131165295,sec110,47.11360168457031,81.99949645996094,41.0415345451315,9.73402040914237,121.066184,22.737852
ba62d2f8-f0bc-428a-985d-4f05a5974dda,sec101,2131165295,sec101,53.858638763427734,79.76398468017578,50.528322481307505,13.130840795158807,121.06618,22.737967
cb573c08-7ee8-4f1e-8749-7072ccf991cc,sec110b,2131165295,sec110,55.860633850097656,81.97007751464844,53.176080925821466,9.580929757129077,121.066184,22.737852
cb9cb079-95f0-4b98-a585-b58f6b494dca,sec109,2131165295,sec109,57.482391357421875,81.64453125,55.444647304921965,10.060982303815162,121.066247,22.737862
424bac0f-7fd2-4fbc-b976-ba9379181cf1,sec102f,2131165295,sec102,56.883663177490234,79.9090805053711,54.715774708369565,12.831264726859109,121.066274,22.737984
376739e1-b3e1-4611-9852-c4f485e47021,sec108,2131165295,sec108,60.943782806396484,81.4974594116211,60.25448146233023,10.21551935997934,121.066327,22.737876
c3f2af04-1bb9-4b5a-8bdb-ddcb9ffac5df,sec102b,2131165295,sec102,63.0668830871582,79.71481323242188,63.30376303079281,12.99858911206837,121.066274,22.737984
26dab82e-3dd3-46eb-9007-30ffffbb8638,sec107f,2131165295,sec107,64.7601547241211,81.7297134399414,65.53449201456473,9.759422662618457,121.066403,22.737887
c9091d2b-2399-43ea-94b9-cd07d8306fa4,sec103f,2131165295,sec103,65.35888671875,79.84718322753906,66.47520268357778,12.735972220221877,121.066371,22.738003
105955df-02f8-4f73-875d-750c6a57c766,sec103b,2131165295,sec103,70.23289489746094,79.83248138427734,73.23669746087766,12.647981376305994,121.066371,22.738003
b1153dc6-2360-4e29-82ae-eb3f2b1a2a4c,sec107b,2131165295,sec107,71.50485229492188,81.60088348388672,74.8974628090064,9.809979276400888,121.066403,22.737887
620b59f7-342c-4b84-85b1-f2222f304125,sec104f,2131165295,sec104,82.47122192382812,79.19624328613281,90.24947459507611,13.379011246962941,121.066619,22.73806
86f83efa-b49e-4af5-9e5f-a4a7811f1b1c,sec106,2131165295,sec106,82.17730712890625,81.4611587524414,89.70918078111201,9.788114322412403,121.066605,22.737914
789ec331-f272-4241-afd6-d6eb73805012,sec105,2131165295,sec105,90.61561584472656,82.97599792480469,101.32508706189948,7.189163379751297,121.066694,22.737927
c910e8be-96b8-4e11-9c7c-107266a1c8dc,seb108f,2131165295,seb108,44.061641693115234,70.91503143310547,37.45722060146763,27.410400067407714,121.066098,22.738112
726f7d80-a955-438e-8403-9bd792bb37a1,seb108b,2131165295,seb108,45.549102783203125,64.25264739990234,39.91052909786125,37.959008388843756,121.066098,22.738112
11458d93-9490-4e58-8a4b-a230e979c9b1,seb103,2131165295,seb103,41.30967712402344,53.41679382324219,34.66455036208485,55.26761886622882,121.066086,22.73845
2ecebedb-cf39-4974-9275-784fd4d3e1a1,seb107-a,2131165295,seb107,47.41659927368164,53.864097595214844,43.10914368603219,54.41760921245445,121.066228,22.73834
d6686cbf-e3b1-418c-8402-b87e79a19736,seb104f,2131165295,seb104,46.36882781982422,52.11393356323242,41.75827409606494,57.22152057497165,121.066247,22.738497
91a90228-40ae-4392-b350-aa91cb9267fd,seb104b,2131165295,seb104,53.48806381225586,49.775474548339844,51.7701330169335,60.77331510790079,121.066247,22.738497
8a26ea78-8289-44b5-8ad0-8046eee736dd,seb107-b,2131165295,seb107,55.375343322753906,51.36121368408203,54.295093610550985,58.211399680082025,121.066228,22.73834
56a2b189-d4bb-4a5e-b30e-d49efca86e2a,seb106f,2131165295,seb106,57.70476531982422,50.68468475341797,57.56579652053132,59.23279005691101,121.066465,22.7384
27a67368-f1de-4da4-a8ac-0f2832568997,seb105f,2131165295,seb105,56.89087677001953,49.12571716308594,56.52814642348842,61.72766044953535,121.066433,22.738557
86f08c6c-d732-4dea-880f-7a7e5bdbb27b,seb105b,2131165295,seb105,64.67432403564453,46.86079788208008,67.45701304697339,65.14747039470376,121.066433,22.738557
acdb893c-0f02-4b55-a1b1-58a401137420,seb106b,2131165295,seb106,66.13372802734375,48.33152770996094,69.39521032449407,62.77801126259403,121.066465,22.7384
07851318-662c-4e0c-8bf9-334e3c2caded,sea101,2131165295,sea101,13.271364212036133,36.39988708496094,-3.2304624673465403,82.93793773631022,121.06573,22.738571
8332079e-e4a5-4bd0-a407-6755d51fbed5,sea102,2131165295,sea102,20.14449119567871,29.89427947998047,6.684010382817026,93.11448980944297,121.065735,22.738701
f3bbe182-83ef-47fa-9798-5622226e3581,sea116f,2131165295,sea116,25.676191329956055,31.022167205810547,14.290877187510537,91.19657517073182,121.065944,22.738657
9cf23f08-72a9-43ba-8f8c-fda21dc66cd4,sea103f,2131165295,sea103,23.82387924194336,28.580760955810547,11.864518476110327,95.11684101820462,121.065836,22.738794
82a117d2-a3c7-413f-9795-f24d7cadac13,sea116b,2131165295,sea116,29.146940231323242,29.036685943603516,19.22132973990497,94.27104408494942,121.065944,22.738657
241a4cc0-f2fe-4b27-abec-0e1d62e95530,sea115,2131165295,sea115,30.392396926879883,28.55086326599121,20.977321381471757,95.01427746862323,121.065975,22.738679
23e8a057-48b0-44f4-a771-cdd8ab9837ea,sea114,2131165295,sea114,32.68525314331055,27.297943115234375,24.231052371491238,96.95204806751558,121.066002,22.7386931
7d98beb3-40bb-4ca5-8eec-3f80b21c98a7,sea103b,2131165295,sea103,31.046024322509766,24.88923454284668,22.098342519000152,100.8155089201809,121.065836,22.738794
21f79e66-7c16-4f2c-b3c1-9eb1f312e65c,sea113,2131165295,sea113,35.183067321777344,26.106653213500977,27.76546778056472,98.78724251855178,121.066031,22.7387137
aa85e484-3edb-4e3a-8638-88017fbda2c5,sea104,2131165295,sea104,36.26740646362305,22.947391510009766,29.45450651174225,103.7806705010115,121.065915,22.738852
f3e2c1f1-e6eb-4732-a40d-ed86c1cbec25,sea112,2131165295,sea112,37.269256591796875,24.95948600769043,30.7263435718606,100.56175538703926,121.0660526,22.7387286
1240b689-4509-4869-9874-748c1243be9d,sea111,2131165295,sea111,39.233829498291016,23.429933547973633,33.5409165248234,102.94643058963034,121.0660729,22.7387427
7aa677b6-f930-4ae7-bbb9-7f25e374396d,sea105f,2131165295,sea105,37.82120895385742,21.650352478027344,31.68569482034908,105.8054031147396,121.06598,22.738898
00353bc2-33d3-454f-a2c3-ade64f356b52,sea110,2131165295,sea110,41.63809585571289,22.31218147277832,36.941268081168026,104.6669539604837,121.066091,22.7387569
3e9f303e-d36b-4db6-a327-ad88200990a2,sea109,2131165295,sea109,43.92074203491211,21.35620880126953,40.163450671908166,106.133283841197,121.066108,22.738769
a9ada4d5-8ede-4fa8-8d85-7516fdde9b2f,sea105b,2131165295,sea105,44.940452575683594,17.87058448791504,41.781952962292316,111.64658549686281,121.06598,22.738898
7f57c015-9505-4570-a0ee-06e58dbefee6,sea108,2131165295,sea108,45.88531494140625,20.238454818725586,42.95391282420608,107.86385474402404,121.06613,22.738782
a9de740a-a1c0-4f08-b23a-3ba71a7f9d67,sea107r,2131165295,sea107,52.890830993652344,16.73154067993164,52.87644625993535,113.27423171499343,121.066205,22.738839
3edc6cc7-4dc4-4b89-87c0-89cecf58357b,sea107left,2131165295,sea107,53.39600372314453,12.71645736694336,53.812243827276085,119.64028501100991,121.066205,22.738839
3b401f23-4064-4dab-8b45-8cb597201ec2,seb101,2131165295,seb101,23.815876007080078,61.124855041503906,9.947960683232061,43.42370152924109,121.065829,22.738315
aad4034b-a0fe-4728-aa0b-7f2bf8da5aa6,seb102,2131165295,seb102,24.330406188964844,57.81572341918945,10.855404302049818,48.66820077400274,121.065895,22.738359
4967b038-44fc-44bf-804a-e37051280511,sec218,2131165296,sec218,37.13917541503906,83.12316131591797,19.386619186393983,8.692582760372826,121.065919,22.737918
bab8e3cb-7eda-4b64-9c2c-f702a9a8e292,sec217,2131165296,sec217,37.728912353515625,84.5806884765625,20.380803527482406,6.253213645281054,121.065948,22.73786
c7e23303-6397-41a8-92a4-05e4116fcb50,sec215,2131165296,sec215,48.57292175292969,86.13847351074219,35.45184977086174,5.630392551923857,121.066032,22.737857
a5ebed33-48c6-42e5-a937-e18adc323f1d,sec216,2131165296,sec216,48.82587814331055,89.62120056152344,36.24165047662578,-0.4230533332002787,121.066048,22.737817
f8b43d1c-5202-40a3-8bd8-2a5b040a5ded,sec214,2131165296,sec214,51.61960220336914,85.13485717773438,39.502865152887736,7.980890504496076,121.066159,22.737854
