ssid,bssid,index
eduroam,ac:71:2e:c6:43:1a,369
eduroam,ac:71:2e:c6:43:5a,370
eduroam,ac:71:2e:c6:44:5a,371
eduroam,b2:6c:ac:03:5e:bb,372
eduroam,b2:6c:ac:2c:69:73,373
eduroam,b2:6c:ac:2c:74:e9,374
eduroam,b2:6c:ac:2c:74:fb,375
eduroam,b2:6c:ac:2c:75:9d,376
eduroam,b2:6c:ac:2c:88:87,377
eduroam,b2:6c:ac:2c:8c:1d,378
eduroam,b2:6c:ac:2c:8c:53,379
eduroam,b2:6c:ac:2c:93:fd,380
eduroam,b2:6c:ac:2c:98:87,381
eduroam,b2:6c:ac:2c:9e:03,382
eduroam,b2:6c:ac:2c:9e:0b,383
eduroam,b2:6c:ac:2c:9e:27,384
eduroam,b2:6c:ac:2c:9e:c9,385
eduroam,b2:6c:ac:2c:9f:e9,386
eduroam,b2:6c:ac:2c:9f:f1,387
eduroam,b2:6c:ac:5d:c2:c3,388
eduroam,b2:6c:ac:7d:d7:79,389
eduroam,b2:6c:ac:7e:74:8d,390
eduroam,b2:6c:ac:7e:74:97,391
eduroam,b2:6c:ac:7e:7a:2d,392
eduroam,b2:6c:ac:92:87:5d,393
eduroam,e8:ed:d6:7f:3f:1a,394
eduroam,e8:ed:d6:80:ef:7a,395
eduroam,e8:ed:d6:81:06:da,396
eduroam,e8:ed:d6:81:5e:9a,397
eduroam,e8:ed:d6:81:79:ba,398
nttu,04:d5:90:2a:76:a4,399
nttu,04:d5:90:2a:79:a4,400
nttu,04:d5:90:2a:b1:0c,401
nttu,3a:5b:0e:0f:c1:b3,402
nttu,48:3a:02:00:ac:53,403
nttu,48:3a:02:01:2e:13,404
nttu,48:3a:02:01:4e:33,405
nttu,48:3a:02:13:df:d3,406
nttu,48:3a:02:14:2f:d3,407
nttu,48:3a:02:14:76:13,408
nttu,74:78:a6:00:e2:73,409
nttu,74:78:a6:00:ef:34,410
nttu,80:80:2c:34:db:5c,411
nttu,80:80:2c:34:e2:3c,412
nttu,80:80:2c:34:e2:fc,413
nttu,80:80:2c:34:e7:fc,414
nttu,80:80:2c:34:e8:5b,415
nttu,80:80:2c:34:e8:5c,416
nttu,80:80:2c:34:e9:7c,417
nttu,80:80:2c:34:ea:7c,418
nttu,80:80:2c:34:eb:1c,419
nttu,80:80:2c:35:55:9b,420
nttu,80:80:2c:35:55:9c,421
nttu,80:80:2c:35:55:bc,422
nttu,80:80:2c:35:76:3c,423
nttu,80:80:2c:35:78:bc,424
nttu,80:80:2c:35:79:1c,425
nttu,80:80:2c:35:80:5b,426
nttu,80:80:2c:35:80:5c,427
nttu,80:80:2c:35:91:fc,428
nttu,80:80:2c:35:96:1c,429
nttu,80:80:2c:35:9a:db,430
nttu,80:80:2c:35:a4:fb,431
nttu,80:80:2c:35:a4:fc,432
nttu,80:80:2c:35:ac:9b,433
nttu,80:80:2c:35:ac:9c,434
nttu,80:80:2c:35:ae:fc,435
nttu,80:80:2c:35:b4:dc,436
nttu,80:80:2c:35:bd:3b,437
nttu,80:80:2c:35:bd:3c,438
nttu,80:80:2c:35:bf:bb,439
nttu,80:80:2c:35:bf:bc,440
nttu,80:80:2c:35:c2:fc,441
nttu,80:80:2c:35:d0:bb,442
nttu,80:80:2c:35:d0:bc,443
nttu,80:80:2c:35:d6:7b,444
nttu,80:80:2c:35:d6:7c,445
nttu,80:80:2c:35:d6:9b,446
nttu,80:80:2c:35:d6:9c,447
nttu,80:80:2c:35:d6:bc,448
nttu,80:80:2c:36:2e:3b,449
nttu,80:80:2c:36:7d:3c,450
nttu,80:80:2c:36:7e:9b,451
nttu,80:80:2c:36:7e:9c,452
nttu,80:80:2c:36:8c:3b,453
nttu,80:80:2c:36:8c:3c,454
nttu,80:80:2c:36:c0:fb,455
nttu,80:80:2c:36:c0:fc,456
nttu,80:80:2c:36:cb:fc,457
nttu,80:80:2c:36:de:bc,458
nttu,80:80:2c:36:e8:7c,459
nttu,80:80:2c:36:e9:bc,460
nttu,80:80:2c:37:11:5b,461
nttu,80:80:2c:37:11:5c,462
nttu,80:80:2c:37:1f:9c,463
nttu,80:80:2c:37:21:5c,464
nttu,80:80:2c:37:36:7c,465
nttu,94:ff:3c:bf:ac:33,466
nttu,94:ff:3c:bf:ac:34,467
nttu,94:ff:3c:bf:c3:f4,468
nttu,94:ff:3c:bf:ce:74,469
nttu,94:ff:3c:bf:f3:33,470
nttu,94:ff:3c:bf:f3:34,471
nttu,94:ff:3c:bf:f3:b4,472
nttu,94:ff:3c:bf:f4:94,473
nttu,94:ff:3c:c0:25:53,474
nttu,94:ff:3c:c0:25:54,475
nttu,94:ff:3c:c0:75:d3,476
nttu,94:ff:3c:c0:75:d4,477
nttu,94:ff:3c:c0:7a:34,478
nttu,94:ff:3c:c0:7f:f4,479
nttu,94:ff:3c:c0:8f:b4,480
nttu,94:ff:3c:c0:92:b3,481
nttu,94:ff:3c:c0:92:b4,482
nttu,94:ff:3c:c0:95:f3,483
nttu,94:ff:3c:c0:95:f4,484
nttu,94:ff:3c:c0:9b:74,485
nttu,94:ff:3c:c0:9c:74,486
nttu,94:ff:3c:c0:9e:74,487
nttu,94:ff:3c:c0:a3:d3,488
nttu,94:ff:3c:c0:a3:d4,489
nttu,ac:71:2e:c5:73:3b,490
nttu,ac:71:2e:c5:73:3c,491
nttu,ac:71:2e:c5:77:9c,492
nttu,ac:71:2e:c5:78:1b,493
nttu,ac:71:2e:c5:78:1c,494
nttu,ac:71:2e:c5:7a:5b,495
nttu,ac:71:2e:c5:7a:5c,496
nttu,ac:71:2e:c5:8b:bc,497
nttu,ac:71:2e:c5:90:9b,498
nttu,ac:71:2e:c5:90:9c,499
nttu,ac:71:2e:c5:94:1b,500
nttu,ac:71:2e:c5:94:1c,501
nttu,ac:71:2e:c5:95:3b,502
nttu,ac:71:2e:c5:95:3c,503
nttu,ac:71:2e:c5:a1:3c,504
nttu,ac:71:2e:c5:a1:5c,505
nttu,ac:71:2e:c5:b9:9c,506
nttu,ac:71:2e:c5:fc:7c,507
nttu,ac:71:2e:c5:ff:1c,508
nttu,ac:71:2e:c5:ff:3c,509
nttu,ac:71:2e:c6:06:3b,510
nttu,ac:71:2e:c6:06:3c,511
nttu,ac:71:2e:c6:06:5c,512
nttu,ac:71:2e:c6:06:9b,513
nttu,ac:71:2e:c6:06:9c,514
nttu,ac:71:2e:c6:18:bc,515
nttu,ac:71:2e:c6:20:bb,516
nttu,ac:71:2e:c6:20:bc,517
nttu,ac:71:2e:c6:29:3b,518
nttu,ac:71:2e:c6:29:3c,519
nttu,ac:71:2e:c6:2e:fc,520
nttu,ac:71:2e:c6:2f:7c,521
nttu,ac:71:2e:c6:2f:fb,522
nttu,ac:71:2e:c6:2f:fc,523
nttu,ac:71:2e:c6:34:7c,524
nttu,ac:71:2e:c6:34:fc,525
nttu,ac:71:2e:c6:35:5c,526
nttu,ac:71:2e:c6:43:1c,527
nttu,ac:71:2e:c6:43:5b,528
nttu,ac:71:2e:c6:43:5c,529
nttu,ac:71:2e:c6:44:5c,530
nttu,c2:6c:ac:03:5e:bb,531
nttu,c2:6c:ac:2c:74:e9,532
nttu,c2:6c:ac:2c:74:fb,533
nttu,c2:6c:ac:2c:75:9d,534
nttu,c2:6c:ac:2c:88:87,535
nttu,c2:6c:ac:2c:8c:1d,536
nttu,c2:6c:ac:2c:8c:53,537
nttu,c2:6c:ac:2c:93:fd,538
nttu,c2:6c:ac:2c:9e:0b,539
nttu,c2:6c:ac:2c:9f:f1,540
nttu,c2:6c:ac:5d:c2:c3,541
nttu,c2:6c:ac:7d:d7:79,542
nttu,c2:6c:ac:92:87:5d,543
nttu,d2:6c:ac:2c:69:73,544
nttu,d2:6c:ac:5d:c2:c3,545
nttu,d2:6c:ac:7d:d7:79,546
nttu,d2:6c:ac:7e:74:8d,547
nttu,d2:6c:ac:7e:7a:2d,548
nttu,e8:ed:d6:7f:3f:1c,549
nttu,e8:ed:d6:80:76:9b,550
nttu,e8:ed:d6:80:ef:7c,551
nttu,e8:ed:d6:81:06:db,552
nttu,e8:ed:d6:81:5e:9b,553
nttu,e8:ed:d6:81:79:bb,554
nttu,e8:ed:d6:81:8f:fb,555
