ssid,bssid,index
eduroam,94:ff:3c:c0:7f:f2,246
eduroam,94:ff:3c:c0:8f:b2,247
eduroam,94:ff:3c:c0:92:b2,248
eduroam,94:ff:3c:c0:95:f2,249
eduroam,94:ff:3c:c0:9b:72,250
eduroam,94:ff:3c:c0:9c:72,251
eduroam,94:ff:3c:c0:9e:72,252
eduroam,94:ff:3c:c0:a3:d2,253
eduroam,ac:71:2e:c5:73:3a,254
eduroam,ac:71:2e:c5:77:9a,255
eduroam,ac:71:2e:c5:78:1a,256
eduroam,ac:71:2e:c5:7a:5a,257
eduroam,ac:71:2e:c5:8b:ba,258
eduroam,ac:71:2e:c5:90:9a,259
eduroam,ac:71:2e:c5:94:1a,260
eduroam,ac:71:2e:c5:95:3a,261
eduroam,ac:71:2e:c5:a1:3a,262
eduroam,ac:71:2e:c5:a1:5a,263
eduroam,ac:71:2e:c5:b9:9a,264
eduroam,ac:71:2e:c5:fc:7a,265
eduroam,ac:71:2e:c5:ff:1a,266
eduroam,ac:71:2e:c5:ff:3a,267
eduroam,ac:71:2e:c6:06:3a,268
eduroam,ac:71:2e:c6:06:5a,269
eduroam,ac:71:2e:c6:06:9a,270
eduroam,ac:71:2e:c6:18:ba,271
eduroam,ac:71:2e:c6:20:ba,272
eduroam,ac:71:2e:c6:29:3a,273
eduroam,ac:71:2e:c6:2e:fa,274
eduroam,ac:71:2e:c6:2f:7a,275
eduroam,ac:71:2e:c6:2f:fa,276
eduroam,ac:71:2e:c6:34:7a,277
eduroam,ac:71:2e:c6:34:fa,278
eduroam,ac:71:2e:c6:35:5a,279
eduroam,ac:71:2e:c6:43:1a,280
eduroam,ac:71:2e:c6:43:5a,281
eduroam,ac:71:2e:c6:44:5a,282
eduroam,b2:6c:ac:2c:9e:27,283
eduroam,b2:6c:ac:2c:9e:c9,284
eduroam,b2:6c:ac:2c:9f:e9,285
eduroam,b2:6c:ac:5d:c2:c3,286
eduroam,b2:6c:ac:7d:d7:79,287
eduroam,b2:6c:ac:7e:7a:2d,288
eduroam,e8:ed:d6:81:79:ba,289
nttu,48:3a:02:00:ac:53,290
nttu,48:3a:02:01:2e:13,291
nttu,48:3a:02:13:df:d3,292
nttu,80:80:2c:34:db:5c,293
nttu,80:80:2c:34:e2:3c,294
nttu,80:80:2c:34:e2:fc,295
nttu,80:80:2c:34:e7:fc,296
nttu,80:80:2c:34:e8:5c,297
nttu,80:80:2c:34:e9:7c,298
nttu,80:80:2c:34:ea:7c,299
nttu,80:80:2c:34:eb:1c,300
nttu,80:80:2c:35:55:9c,301
nttu,80:80:2c:35:55:bc,302
nttu,80:80:2c:35:76:3c,303
nttu,80:80:2c:35:78:bc,304
nttu,80:80:2c:35:79:1c,305
nttu,80:80:2c:35:80:5c,306
nttu,80:80:2c:35:91:fc,307
nttu,80:80:2c:35:96:1c,308
nttu,80:80:2c:35:a4:fc,309
nttu,80:80:2c:35:ac:9c,310
nttu,80:80:2c:35:ae:fc,311
nttu,80:80:2c:35:b4:dc,312
nttu,80:80:2c:35:bd:3c,313
nttu,80:80:2c:35:bf:bc,314
nttu,80:80:2c:35:c2:fc,315
nttu,80:80:2c:35:d0:bc,316
nttu,80:80:2c:35:d6:7c,317
nttu,80:80:2c:35:d6:9c,318
nttu,80:80:2c:35:d6:bc,319
nttu,80:80:2c:36:7d:3c,320
nttu,80:80:2c:36:7e:9c,321
nttu,80:80:2c:36:8c:3c,322
nttu,80:80:2c:36:c0:fc,323
nttu,80:80:2c:36:cb:fc,324
nttu,80:80:2c:36:de:bc,325
nttu,80:80:2c:36:e8:7c,326
nttu,80:80:2c:36:e9:bc,327
nttu,80:80:2c:37:11:5c,328
nttu,80:80:2c:37:1f:9c,329
nttu,80:80:2c:37:21:5c,330
nttu,80:80:2c:37:36:7c,331
nttu,94:ff:3c:bf:ac:34,332
nttu,94:ff:3c:bf:c3:f4,333
nttu,94:ff:3c:bf:ce:74,334
nttu,94:ff:3c:bf:f3:34,335
nttu,94:ff:3c:bf:f3:b4,336
nttu,94:ff:3c:bf:f4:94,337
nttu,94:ff:3c:c0:25:54,338
nttu,94:ff:3c:c0:75:d4,339
nttu,94:ff:3c:c0:7a:34,340
nttu,94:ff:3c:c0:7f:f4,341
nttu,94:ff:3c:c0:8f:b4,342
nttu,94:ff:3c:c0:92:b3,343
nttu,94:ff:3c:c0:92:b4,344
nttu,94:ff:3c:c0:95:f4,345
nttu,94:ff:3c:c0:9b:74,346
nttu,94:ff:3c:c0:9c:74,347
nttu,94:ff:3c:c0:9e:74,348
nttu,94:ff:3c:c0:a3:d4,349
nttu,ac:71:2e:c5:73:3c,350
nttu,ac:71:2e:c5:77:9c,351
nttu,ac:71:2e:c5:78:1c,352
nttu,ac:71:2e:c5:7a:5c,353
nttu,ac:71:2e:c5:8b:bc,354
nttu,ac:71:2e:c5:90:9c,355
nttu,ac:71:2e:c5:94:1c,356
nttu,ac:71:2e:c5:95:3c,357
nttu,ac:71:2e:c5:a1:3c,358
nttu,ac:71:2e:c5:a1:5c,359
nttu,ac:71:2e:c5:b9:9c,360
nttu,ac:71:2e:c5:fc:7c,361
nttu,ac:71:2e:c5:ff:1c,362
nttu,ac:71:2e:c5:ff:3c,363
nttu,ac:71:2e:c6:06:3c,364
nttu,ac:71:2e:c6:06:5c,365
nttu,ac:71:2e:c6:06:9c,366
nttu,ac:71:2e:c6:18:bc,367
nttu,ac:71:2e:c6:20:bc,368
nttu,ac:71:2e:c6:29:3c,369
nttu,ac:71:2e:c6:2e:fc,370
nttu,ac:71:2e:c6:2f:7c,371
nttu,ac:71:2e:c6:2f:fb,372
nttu,ac:71:2e:c6:2f:fc,373
nttu,ac:71:2e:c6:34:7c,374
nttu,ac:71:2e:c6:34:fc,375
nttu,ac:71:2e:c6:35:5c,376
nttu,ac:71:2e:c6:43:1c,377
nttu,ac:71:2e:c6:43:5c,378
nttu,ac:71:2e:c6:44:5c,379
nttu,d2:6c:ac:5d:c2:c3,380
nttu,d2:6c:ac:7d:d7:79,381
nttu,d2:6c:ac:7e:7a:2d,382
nttu,e8:ed:d6:80:76:9b,383
nttu,e8:ed:d6:81:79:bb,384
