ssid,bssid,index
ap2-nttu,80:80:2c:36:7d:39,99
ap2-nttu,80:80:2c:36:7e:99,100
ap2-nttu,80:80:2c:36:c0:f9,101
ap2-nttu,80:80:2c:36:de:b9,102
ap2-nttu,80:80:2c:36:e8:79,103
ap2-nttu,80:80:2c:37:1f:99,104
ap2-nttu,80:80:2c:37:21:59,105
ap2-nttu,80:80:2c:37:36:79,106
ap2-nttu,94:ff:3c:bf:ac:31,107
ap2-nttu,94:ff:3c:bf:c3:f1,108
ap2-nttu,94:ff:3c:bf:ce:71,109
ap2-nttu,94:ff:3c:bf:f3:31,110
ap2-nttu,94:ff:3c:bf:f3:b1,111
ap2-nttu,94:ff:3c:bf:f4:91,112
ap2-nttu,94:ff:3c:c0:25:51,113
ap2-nttu,94:ff:3c:c0:75:d1,114
ap2-nttu,94:ff:3c:c0:7a:31,115
ap2-nttu,94:ff:3c:c0:7f:f1,116
ap2-nttu,94:ff:3c:c0:8f:b1,117
ap2-nttu,94:ff:3c:c0:92:b1,118
ap2-nttu,94:ff:3c:c0:95:f1,119
ap2-nttu,94:ff:3c:c0:9b:71,120
ap2-nttu,94:ff:3c:c0:9c:71,121
ap2-nttu,94:ff:3c:c0:9e:71,122
ap2-nttu,94:ff:3c:c0:a3:d1,123
ap2-nttu,a2:6c:ac:2c:9e:27,124
ap2-nttu,a2:6c:ac:2c:9e:c9,125
ap2-nttu,a2:6c:ac:2c:9f:e9,126
ap2-nttu,a2:6c:ac:5d:c2:c3,127
ap2-nttu,a2:6c:ac:7e:7a:2d,128
ap2-nttu,ac:71:2e:c5:73:39,129
ap2-nttu,ac:71:2e:c5:77:99,130
ap2-nttu,ac:71:2e:c5:78:19,131
ap2-nttu,ac:71:2e:c5:7a:59,132
ap2-nttu,ac:71:2e:c5:8b:b9,133
ap2-nttu,ac:71:2e:c5:90:99,134
ap2-nttu,ac:71:2e:c5:94:19,135
ap2-nttu,ac:71:2e:c5:95:39,136
ap2-nttu,ac:71:2e:c5:a1:39,137
ap2-nttu,ac:71:2e:c5:a1:59,138
ap2-nttu,ac:71:2e:c5:b9:99,139
ap2-nttu,ac:71:2e:c5:fc:79,140
ap2-nttu,ac:71:2e:c5:ff:19,141
ap2-nttu,ac:71:2e:c5:ff:39,142
ap2-nttu,ac:71:2e:c6:06:39,143
ap2-nttu,ac:71:2e:c6:06:59,144
ap2-nttu,ac:71:2e:c6:06:99,145
ap2-nttu,ac:71:2e:c6:18:b9,146
ap2-nttu,ac:71:2e:c6:20:b9,147
ap2-nttu,ac:71:2e:c6:29:39,148
ap2-nttu,ac:71:2e:c6:2e:f9,149
ap2-nttu,ac:71:2e:c6:2f:79,150
ap2-nttu,ac:71:2e:c6:2f:f9,151
ap2-nttu,ac:71:2e:c6:34:79,152
ap2-nttu,ac:71:2e:c6:34:f9,153
ap2-nttu,ac:71:2e:c6:35:59,154
ap2-nttu,ac:71:2e:c6:43:19,155
ap2-nttu,ac:71:2e:c6:43:59,156
ap2-nttu,ac:71:2e:c6:44:59,157
ap2-nttu,e8:ed:d6:80:76:99,158
eduroam,80:80:2c:34:db:5a,159
eduroam,80:80:2c:34:e2:fa,160
eduroam,80:80:2c:34:e8:5a,161
eduroam,80:80:2c:34:e9:7a,162
eduroam,80:80:2c:34:eb:1a,163
eduroam,80:80:2c:35:55:9a,164
eduroam,80:80:2c:35:76:3a,165
eduroam,80:80:2c:35:80:5a,166
eduroam,80:80:2c:35:96:1a,167
eduroam,80:80:2c:35:a4:fa,168
eduroam,80:80:2c:35:ac:9a,169
eduroam,80:80:2c:35:ae:fa,170
eduroam,80:80:2c:35:b4:da,171
eduroam,80:80:2c:35:bd:3a,172
eduroam,80:80:2c:35:bf:ba,173
eduroam,80:80:2c:35:c2:fa,174
eduroam,80:80:2c:35:d0:ba,175
eduroam,80:80:2c:35:d6:7a,176
eduroam,80:80:2c:35:d6:9a,177
eduroam,80:80:2c:35:d6:ba,178
eduroam,80:80:2c:36:7d:3a,179
eduroam,80:80:2c:36:7e:9a,180
eduroam,80:80:2c:36:c0:fa,181
eduroam,80:80:2c:36:de:ba,182
eduroam,80:80:2c:36:e8:7a,183
eduroam,80:80:2c:37:21:5a,184
eduroam,80:80:2c:37:36:7a,185
eduroam,94:ff:3c:bf:ac:32,186
eduroam,94:ff:3c:bf:c3:f2,187
eduroam,94:ff:3c:bf:ce:72,188
eduroam,94:ff:3c:bf:f3:32,189
eduroam,94:ff:3c:bf:f3:b2,190
eduroam,94:ff:3c:bf:f4:92,191
eduroam,94:ff:3c:c0:25:52,192
eduroam,94:ff:3c:c0:75:d2,193
eduroam,94:ff:3c:c0:7a:32,194
eduroam,94:ff:3c:c0:7f:f2,195
eduroam,94:ff:3c:c0:8f:b2,196
eduroam,94:ff:3c:c0:92:b2,197
eduroam,94:ff:3c:c0:95:f2,198
eduroam,94:ff:3c:c0:9b:72,199
eduroam,94:ff:3c:c0:9c:72,200
eduroam,94:ff:3c:c0:9e:72,201
eduroam,94:ff:3c:c0:a3:d2,202
eduroam,ac:71:2e:c5:73:3a,203
eduroam,ac:71:2e:c5:77:9a,204
eduroam,ac:71:2e:c5:78:1a,205
eduroam,ac:71:2e:c5:7a:5a,206
eduroam,ac:71:2e:c5:8b:ba,207
eduroam,ac:71:2e:c5:90:9a,208
eduroam,ac:71:2e:c5:94:1a,209
eduroam,ac:71:2e:c5:95:3a,210
eduroam,ac:71:2e:c5:a1:3a,211
eduroam,ac:71:2e:c5:a1:5a,212
eduroam,ac:71:2e:c5:b9:9a,213
eduroam,ac:71:2e:c5:fc:7a,214
eduroam,ac:71:2e:c5:ff:1a,215
eduroam,ac:71:2e:c5:ff:3a,216
eduroam,ac:71:2e:c6:06:3a,217
eduroam,ac:71:2e:c6:06:5a,218
eduroam,ac:71:2e:c6:06:9a,219
eduroam,ac:71:2e:c6:18:ba,220
eduroam,ac:71:2e:c6:20:ba,221
eduroam,ac:71:2e:c6:29:3a,222
eduroam,ac:71:2e:c6:2e:fa,223
eduroam,ac:71:2e:c6:2f:7a,224
eduroam,ac:71:2e:c6:2f:fa,225
eduroam,ac:71:2e:c6:34:7a,226
eduroam,ac:71:2e:c6:34:fa,227
eduroam,ac:71:2e:c6:35:5a,228
eduroam,ac:71:2e:c6:43:1a,229
eduroam,ac:71:2e:c6:43:5a,230
eduroam,ac:71:2e:c6:44:5a,231
eduroam,b2:6c:ac:2c:9e:27,232
eduroam,b2:6c:ac:2c:9e:c9,233
eduroam,b2:6c:ac:2c:9f:e9,234
eduroam,b2:6c:ac:5d:c2:c3,235
eduroam,b2:6c:ac:7e:7a:2d,236
guest,80:80:2c:34:db:5b,237
guest,80:80:2c:34:e2:fb,238
guest,80:80:2c:34:e8:5b,239
guest,80:80:2c:34:e9:7b,240
guest,80:80:2c:34:eb:1b,241
guest,80:80:2c:35:55:9b,242
guest,80:80:2c:35:76:3b,243
guest,80:80:2c:35:80:5b,244
guest,80:80:2c:35:96:1b,245
guest,80:80:2c:35:a4:fb,246
guest,80:80:2c:35:ac:9b,247
guest,80:80:2c:35:ae:fb,248
guest,80:80:2c:35:b4:db,249
guest,80:80:2c:35:bd:3b,250
guest,80:80:2c:35:bf:bb,251
guest,80:80:2c:35:c2:fb,252
guest,80:80:2c:35:d0:bb,253
guest,80:80:2c:35:d6:7b,254
guest,80:80:2c:35:d6:9b,255
guest,80:80:2c:35:d6:bb,256
guest,80:80:2c:36:7d:3b,257
guest,80:80:2c:36:7e:9b,258
guest,80:80:2c:36:c0:fb,259
guest,80:80:2c:36:de:bb,260
guest,80:80:2c:36:e8:7b,261
guest,80:80:2c:37:1f:9b,262
guest,80:80:2c:37:21:5b,263
guest,80:80:2c:37:36:7b,264
guest,94:ff:3c:bf:ac:33,265
guest,94:ff:3c:bf:c3:f3,266
guest,94:ff:3c:bf:ce:73,267
guest,94:ff:3c:bf:f3:33,268
guest,94:ff:3c:bf:f3:b3,269
guest,94:ff:3c:bf:f4:93,270
guest,94:ff:3c:c0:25:53,271
guest,94:ff:3c:c0:75:d3,272
guest,94:ff:3c:c0:7a:33,273
guest,94:ff:3c:c0:7f:f3,274
guest,94:ff:3c:c0:8f:b3,275
guest,94:ff:3c:c0:92:b3,276
guest,94:ff:3c:c0:95:f3,277
guest,94:ff:3c:c0:9b:73,278
guest,94:ff:3c:c0:9c:73,279
guest,94:ff:3c:c0:9e:73,280
guest,94:ff:3c:c0:a3:d3,281
guest,ac:71:2e:c5:73:3b,282
guest,ac:71:2e:c5:77:9b,283
guest,ac:71:2e:c5:78:1b,284
guest,ac:71:2e:c5:7a:5b,285
guest,ac:71:2e:c5:8b:bb,286
guest,ac:71:2e:c5:90:9b,287
guest,ac:71:2e:c5:94:1b,288
guest,ac:71:2e:c5:95:3b,289
guest,ac:71:2e:c5:a1:3b,290
guest,ac:71:2e:c5:a1:5b,291
guest,ac:71:2e:c5:b9:9b,292
guest,ac:71:2e:c5:fc:7b,293
guest,ac:71:2e:c5:ff:1b,294
guest,ac:71:2e:c5:ff:3b,295
guest,ac:71:2e:c6:06:3b,296
guest,ac:71:2e:c6:06:5b,297
guest,ac:71:2e:c6:06:9b,298
guest,ac:71:2e:c6:18:bb,299
guest,ac:71:2e:c6:20:bb,300
guest,ac:71:2e:c6:29:3b,301
guest,ac:71:2e:c6:2e:fb,302
guest,ac:71:2e:c6:2f:7b,303
guest,ac:71:2e:c6:2f:fb,304
guest,ac:71:2e:c6:34:7b,305
guest,ac:71:2e:c6:34:fb,306
guest,ac:71:2e:c6:35:5b,307
guest,ac:71:2e:c6:43:1b,308
guest,ac:71:2e:c6:43:5b,309
guest,ac:71:2e:c6:44:5b,310
guest,c2:6c:ac:5d:c2:c3,311
guest,c2:6c:ac:7e:7a:2d,312
nttu,80:80:2c:34:db:5c,313
nttu,80:80:2c:34:e2:fc,314
nttu,80:80:2c:34:e8:5c,315
nttu,80:80:2c:34:e9:7c,316
nttu,80:80:2c:34:eb:1c,317
nttu,80:80:2c:35:55:9c,318
nttu,80:80:2c:35:76:3c,319
nttu,80:80:2c:35:80:5c,320
nttu,80:80:2c:35:96:1c,321
nttu,80:80:2c:35:a4:fc,322
nttu,80:80:2c:35:ac:9c,323
nttu,80:80:2c:35:ae:fc,324
nttu,80:80:2c:35:b4:dc,325
nttu,80:80:2c:35:bd:3c,326
nttu,80:80:2c:35:bf:bc,327
nttu,80:80:2c:35:c2:fc,328
nttu,80:80:2c:35:d0:bc,329
nttu,80:80:2c:35:d6:7c,330
nttu,80:80:2c:35:d6:9c,331
nttu,80:80:2c:35:d6:bc,332
nttu,80:80:2c:36:7d:3c,333
nttu,80:80:2c:36:7e:9c,334
nttu,80:80:2c:36:8c:3c,335
nttu,80:80:2c:36:c0:fc,336
nttu,80:80:2c:36:de:bc,337
nttu,80:80:2c:36:e8:7c,338
nttu,80:80:2c:36:e9:bc,339
nttu,80:80:2c:37:21:5c,340
nttu,80:80:2c:37:36:7c,341
nttu,94:ff:3c:bf:ac:34,342
nttu,94:ff:3c:bf:c3:f4,343
nttu,94:ff:3c:bf:ce:74,344
nttu,94:ff:3c:bf:f3:34,345
nttu,94:ff:3c:bf:f3:b4,346
nttu,94:ff:3c:bf:f4:94,347
nttu,94:ff:3c:c0:25:54,348
nttu,94:ff:3c:c0:75:d4,349
nttu,94:ff:3c:c0:7a:34,350
nttu,94:ff:3c:c0:7f:f4,351
nttu,94:ff:3c:c0:8f:b4,352
nttu,94:ff:3c:c0:92:b4,353
nttu,94:ff:3c:c0:95:f4,354
nttu,94:ff:3c:c0:9b:74,355
nttu,94:ff:3c:c0:9c:74,356
nttu,94:ff:3c:c0:9e:74,357
nttu,94:ff:3c:c0:a3:d4,358
nttu,ac:71:2e:c5:73:3c,359
nttu,ac:71:2e:c5:77:9c,360
nttu,ac:71:2e:c5:78:1c,361
nttu,ac:71:2e:c5:7a:5c,362
nttu,ac:71:2e:c5:8b:bc,363
nttu,ac:71:2e:c5:90:9c,364
nttu,ac:71:2e:c5:94:1c,365
nttu,ac:71:2e:c5:95:3c,366
nttu,ac:71:2e:c5:a1:3c,367
nttu,ac:71:2e:c5:a1:5c,368
nttu,ac:71:2e:c5:b9:9c,369
nttu,ac:71:2e:c5:fc:7c,370
nttu,ac:71:2e:c5:ff:1c,371
nttu,ac:71:2e:c5:ff:3c,372
nttu,ac:71:2e:c6:06:3c,373
nttu,ac:71:2e:c6:06:5c,374
nttu,ac:71:2e:c6:06:9c,375
nttu,ac:71:2e:c6:18:bc,376
nttu,ac:71:2e:c6:20:bc,377
nttu,ac:71:2e:c6:29:3c,378
nttu,ac:71:2e:c6:2e:fc,379
nttu,ac:71:2e:c6:2f:7c,380
nttu,ac:71:2e:c6:2f:fc,381
nttu,ac:71:2e:c6:34:7c,382
nttu,ac:71:2e:c6:34:fc,383
nttu,ac:71:2e:c6:35:5c,384
nttu,ac:71:2e:c6:43:1c,385
nttu,ac:71:2e:c6:43:5c,386
nttu,ac:71:2e:c6:44:5c,387
nttu,d2:6c:ac:5d:c2:c3,388
nttu,d2:6c:ac:7d:d7:79,389
nttu,d2:6c:ac:7e:7a:2d,390
nttu,e8:ed:d6:80:76:9b,391
